Unnamed: 0,title,author,day,genre,story,platform,webtoon_url,thumbnail_url
0,열 손가락,"디디,디디",토,공포/스릴러,"무당 집안의
제물 사위가 되어
기이한 삶을 체험한다.",카카오,https://webtoon.kakao.com/content/열-손가락/3028,https://kr-a.kakaopagecdn.com/P/C/3028/c1/2x/20cef2a2-ce87-485d-a330-9556951e0dc9.png
1,사적취향,"백하나,지미",토,로맨스,"이 남자,
짜증날 정도로
내 취향이다!",카카오,https://webtoon.kakao.com/content/사적취향/3068,https://kr-a.kakaopagecdn.com/P/C/3068/c1/2x/fc10c4ab-d11b-4ad3-ab12-7813ca8fb727.png
2,그때 우리가 조아한,"YOON,움비",토,판타지 드라마,"갑자기 20년 전
소설 속 세계로 떨어진
전직 작가 조아한",카카오,https://webtoon.kakao.com/content/그때-우리가-조아한/2690,https://kr-a.kakaopagecdn.com/P/C/2690/c1/2x/c049089e-722c-42ff-abf6-55dbc4f8b871.png
3,"구애, 여우를 홀리다","ALIC,ALIC",토,로맨스 판타지,"미래를 바꿀 것이다,
나를 능욕하는
이 요물을 홀려서라도.",카카오,https://webtoon.kakao.com/content/구애-여우를-홀리다/3050,https://kr-a.kakaopagecdn.com/P/C/3050/c1/2x/f1d74670-9184-4ba0-a637-0db25ade157a.png
4,주말 도미 시식회,"이용우,이용우",토,액션/무협,"소소한 삶을 지키라!
그들의 전쟁
느와르 액션 끝판왕!",카카오,https://webtoon.kakao.com/content/주말-도미-시식회/1497,https://kr-a.kakaopagecdn.com/P/C/1497/c1/2x/74ad7259-cf12-4b5f-b269-aa94836cd607.png
5,백작가의 불청객들,"아르누니,아르누니",토,드라마,"진실된 사랑과
평화를 찾아가는
필데트 백작 가족",카카오,https://webtoon.kakao.com/content/백작가의-불청객들/2141,https://kr-a.kakaopagecdn.com/P/C/2141/c1/2x/626656c0-9374-431f-80cf-724db64dd7b0.png
6,이토록 보통의,"캐롯,캐롯",토,판타지 드라마,"우리 모두의 삶
특별하지만,
보통 우리의 연애",카카오,https://webtoon.kakao.com/content/이토록-보통의/1351,https://kr-a.kakaopagecdn.com/P/C/1351/c1/2x/6e52bf38-c253-4021-9a9e-183a32739471.png
7,후궁공략,"봉봉,봉봉",토,로맨스 판타지,"가상현실 속에 갇혔다,
돌아갈 방법은
황후 엔딩 뿐!",카카오,https://webtoon.kakao.com/content/후궁공략/1986,https://kr-a.kakaopagecdn.com/P/C/1986/c1/2x/41f4544c-3e2f-47fb-b958-da6c99b456f3.png
8,반지하셋방,"평범한 자매,평범한 자매",토,코믹/일상,"이것이 리얼이다!
반지하에 살고 있는
자매의 좌충우돌 일상툰",카카오,https://webtoon.kakao.com/content/반지하셋방/1347,https://kr-a.kakaopagecdn.com/P/C/1347/c1/2x/919a077d-0aea-49ad-8b24-f082a75890d0.png
9,귀싸대기,"지뚱,지뚱",토,판타지 드라마,"천태평입니다
귀싸대기 한 방 돌리고
시작하겠습니다",카카오,https://webtoon.kakao.com/content/귀싸대기/2626,https://kr-a.kakaopagecdn.com/P/C/2626/c1/2x/50de877c-a1c4-4f12-a2d7-5f138ce53903.png
10,순정 히포크라테스,"골드키위새,골드키위새",토,로맨스,"의대생이 된다는 것,
의대생의 순정이란?",카카오,https://webtoon.kakao.com/content/순정-히포크라테스/1689,https://kr-a.kakaopagecdn.com/P/C/1689/c1/2x/ce95b0a5-9bf9-41a5-a200-5b4815516a99.png
11,재워주는 사이,"제이드,제이드",토,로맨스,"집이 절실한 여자
잠이 절실한 남자
재워줄 테니 재워줘요",카카오,https://webtoon.kakao.com/content/재워주는-사이/2986,https://kr-a.kakaopagecdn.com/P/C/2986/c1/2x/bf3deeba-002a-4b54-a668-5bfdfac00796.png
12,샤크,"운(雲),김우섭",토,액션/무협,"살아남고 싶으면 
끊임없이
움직여라.",카카오,https://webtoon.kakao.com/content/샤크/2308,https://kr-a.kakaopagecdn.com/P/C/2308/c1/2x/ebd75a4c-ba96-4008-8f80-353518e9203f.png
13,우리반 숙경이,"해밀 외 1인,뽀얌",토,판타지 드라마,"교실 터줏대감 27년째
존재감 없는 귀신,
우리반 숙경이 이야기",카카오,https://webtoon.kakao.com/content/우리반-숙경이/2068,https://kr-a.kakaopagecdn.com/P/C/2068/c1/2x/1757fdee-7cf0-4996-8e11-f25a3a90f4c5.png
14,한따까리,"금기혁,금기혁",토,액션/무협,"30년간 썩어버린
내가 만들었던 조직.
내 손으로 없애겠다.",카카오,https://webtoon.kakao.com/content/한따까리/2806,https://kr-a.kakaopagecdn.com/P/C/2806/c1/2x/8bcc3458-45b3-419b-baf5-ef0ca9b644c6.png
15,최강왕따,"노도환,노도환",토,학원/판타지,"폭력을 폭력으로
되갚는 소년,
그의 이름은 강하늘",카카오,https://webtoon.kakao.com/content/최강왕따/2942,https://kr-a.kakaopagecdn.com/P/C/2942/c1/2x/60fee0ab-9300-4439-b183-8cdde32baf51.png
16,풍검,"김철현,김철현",토,액션/무협,"인간계를 없애려는 자,
막으려는 자의
치열한 싸움",카카오,https://webtoon.kakao.com/content/풍검/1545,https://kr-a.kakaopagecdn.com/P/C/1545/c1/2x/6228a62b-5b5f-4fbc-8910-ff7dc7d756df.png
17,이렇게 바보일리 없어,"한지혜,POP",토,로맨스,"영앤리치핸썸이라 연애가
발전하지 못한 남자의
비밀 연애 컨설턴트",카카오,https://webtoon.kakao.com/content/이렇게-바보일리-없어/2534,https://kr-a.kakaopagecdn.com/P/C/2534/c1/2x/667e51af-95e3-479e-9bc0-71cb4f1480ea.png
18,왕관 없는 여왕,"김라무,김라무",토,로맨스 판타지,"60세 역사학자 정귀남
딸이 쓴 소설에서
2회차 인생 시작!",카카오,https://webtoon.kakao.com/content/왕관-없는-여왕/2753,https://kr-a.kakaopagecdn.com/P/C/2753/c1/2x/f4b04dfd-89e9-4a18-bba5-c8584cd5895e.png
19,나락,"박변,박변",토,드라마,"과거를 숨긴
100만 뉴투버
국지만의 나락 탈출기",카카오,https://webtoon.kakao.com/content/나락/2988,https://kr-a.kakaopagecdn.com/P/C/2988/c1/2x/e66833a2-d528-4ec6-a9e4-18eb2fe15316.png
20,22세기 일처다부제,"심대섭,심대섭",토,판타지 드라마,"자멸을 향해가는 인류의
마지막 실험 일처다부제
그리고 환경노동법",카카오,https://webtoon.kakao.com/content/22세기-일처다부제/2946,https://kr-a.kakaopagecdn.com/P/C/2946/c1/2x/b5304e41-b6ef-4747-b1b9-a5dec821bac1.png
21,"이봐요, 아기 공작님 누나만 믿어!","문시현,허둥•지둥",토,로맨스 판타지,"원수가 너무 싫었다.
시간 여행자가 된 나.
원수에게 청혼을 받았다",카카오,https://webtoon.kakao.com/content/이봐요-아기-공작님-누나만-믿어/2878,https://kr-a.kakaopagecdn.com/P/C/2878/c1/2x/0d939d89-fd5c-4099-bb02-172eb5ca6c78.png
22,샤먼,"홍원표,홍원표",토,판타지 드라마,"세상을 구하려는 
주술사 소년과 
동료들의 이야기.",카카오,https://webtoon.kakao.com/content/샤먼/2703,https://kr-a.kakaopagecdn.com/P/C/2703/c1/2x/f18b72b7-0f87-4e9e-936c-5db61bcedc4f.png
23,번아웃쇼크,"노도환,노도환",토,학원/판타지,"불과 전기가 없는 세상
생존을 위해서가 아닌 
복수의 여정을 떠나다!",카카오,https://webtoon.kakao.com/content/번아웃쇼크/2743,https://kr-a.kakaopagecdn.com/P/C/2743/c1/2x/5b0d6bf4-4cda-4e83-b555-24f178a922dd.png
24,부기영화,"급소가격,여빛",토,코믹/일상,"병맛 영화 리뷰 웹툰 
최강자 나가신다~!",카카오,https://webtoon.kakao.com/content/부기영화/2343,https://kr-a.kakaopagecdn.com/P/C/2343/c1/2x/6a80f80b-acba-4fcb-bfe3-deb2a5e25ae0.png
25,칸 밖의 미로,"복슬,고은",토,드라마,"인생이라는 미로
끝에서 우리의 답은?
그 고민을 담은 단편집",카카오,https://webtoon.kakao.com/content/칸-밖의-미로/2932,https://kr-a.kakaopagecdn.com/P/C/2932/c1/2x/e7147155-d811-4125-aa75-15fa025b208d.png
26,허약선생,"철범,울펜",토,액션/무협,"무림 최고의 암살자,
귀면독의 특별한 
제자 육성 시작!",카카오,https://webtoon.kakao.com/content/허약선생/2080,https://kr-a.kakaopagecdn.com/P/C/2080/c1/2x/f63152f4-5d0a-4fca-afd3-60b5ca17c51f.png
27,랑데부,"Hun,지민",토,학원/판타지,"전쟁? 외계의 침공?
잘 모르겠고
난 복수나 해야겠다.",카카오,https://webtoon.kakao.com/content/랑데부/1836,https://kr-a.kakaopagecdn.com/P/C/1836/c1/2x/59aa9a2d-8eed-482d-ad53-ed56847c0cc4.png
28,극락왕생,"고사리박사,고사리박사",토,판타지 드라마,"윤회의 끝,
극락왕생을 위해.",카카오,https://webtoon.kakao.com/content/극락왕생/2680,https://kr-a.kakaopagecdn.com/P/C/2680/c1/2x/e011c7c3-15eb-4b89-933f-dc62d6c2cde1.png
29,별똥별이 떨어지는 그 곳에서 기다려,"만물상,만물상",토,판타지 드라마,"실종되는 별똥별들의
행방을 쫓는
마녀와 고양이 이야기",카카오,https://webtoon.kakao.com/content/별똥별이-떨어지는-그-곳에서-기다려/1531,https://kr-a.kakaopagecdn.com/P/C/1531/c1/2x/257c2155-59c9-44ed-bd8a-9c669a68669d.png
30,나의 추락이 찬란하도록,"미울,BV",토,로맨스 판타지,"쫓겨난 왕녀와 
버려진 황자의 운명은?",카카오,https://webtoon.kakao.com/content/나의-추락이-찬란하도록/2726,https://kr-a.kakaopagecdn.com/P/C/2726/c1/2x/fde6f19f-4c68-4653-84b1-83e17bdbd8e1.png
31,만년 소녀,"신새해,신새해",토,로맨스,"너만 보면
녹아버릴 것만 같아.
잠깐, 진짜 녹는다고?",카카오,https://webtoon.kakao.com/content/만년-소녀/2777,https://kr-a.kakaopagecdn.com/P/C/2777/c1/2x/b80f8cfa-7a79-4b08-8684-d58242099f37.png
0,관존 이강진,"노경찬,송윤달",목,액션/무협,"미친놈인가?
관심종자인가?
미친놈 대인되는 이야기",카카오,https://webtoon.kakao.com/content/관존-이강진/2155,https://kr-a.kakaopagecdn.com/P/C/2155/c1/2x/01e746aa-3669-4dd5-8e1b-833aecf343bb.png
1,제비가 낮게 날면,"서글,서글",목,판타지 드라마,"'내 날개가 싫어!'
날개를 떼버리기 위한
연지의 고군분투 성장기",카카오,https://webtoon.kakao.com/content/제비가-낮게-날면/3047,https://kr-a.kakaopagecdn.com/P/C/3047/c1/2x/6448ddb5-5c4b-4c01-a4c6-876107fc068c.png
2,샬롯에게는 다섯 명의 제자가 있다,"용용,용용",목,로맨스 판타지,"세상을 구한 대마법사.
죽은 후 환생했는데
제자들이 이상하다.",카카오,https://webtoon.kakao.com/content/샬롯에게는-다섯-명의-제자가-있다/1796,https://kr-a.kakaopagecdn.com/P/C/1796/c1/2x/c2354f93-3590-4110-8e84-0db740d98b2a.png
3,매화꽃그늘,"보리,백하",목,로맨스,"갓 쓴 선비들
꽃그늘에 홀려버렸지.
서로에게 홀려버렸지.",카카오,https://webtoon.kakao.com/content/매화꽃그늘/2789,https://kr-a.kakaopagecdn.com/P/C/2789/c1/2x/b724f0dc-627d-49d4-8c7f-16c0907d26a7.png
4,프레너미,"돌석,돌석",목,액션/무협,"테니스 만화의 끝판왕
거만한 천재 소년과
심약한 은둔 고수",카카오,https://webtoon.kakao.com/content/프레너미/1361,https://kr-a.kakaopagecdn.com/P/C/1361/c1/2x/737b1462-39eb-414a-9420-c3d5494cc772.png
5,살어리랏다,"김민소,김민소",목,공포/스릴러,"자, 낚시를 해볼까?
저기 돈냄새 가득한
도미 한 마리가 있구나",카카오,https://webtoon.kakao.com/content/살어리랏다/1939,https://kr-a.kakaopagecdn.com/P/C/1939/c1/2x/50019a75-9edf-472c-b581-07a661184698.png
6,시간이 머문 집,"헤고,헤고",목,판타지 드라마,"학대 당한 소녀
성격 더러운
아저씨와 만나다.",카카오,https://webtoon.kakao.com/content/시간이-머문-집/2020,https://kr-a.kakaopagecdn.com/P/C/2020/c1/2x/ab703c35-7085-4f0e-8777-feca55f8b154.png
7,내가 죄인이오,"이무기,이무기",목,액션/무협,"퍽퍽 콱콱 탕탕탕
범죄 1번지에서
벌어지는 파탄 대행진",카카오,https://webtoon.kakao.com/content/내가-죄인이오/2691,https://kr-a.kakaopagecdn.com/P/C/2691/c1/2x/112a51fc-1bf4-4310-a199-af7a180f92b0.png
8,24분의 1 로맨스,"김명미,김명미",목,로맨스,"바뀌는 건 몸인데
왜 마음까지 변하는거?
내 심장 책임져!",카카오,https://webtoon.kakao.com/content/24분의-1-로맨스/2650,https://kr-a.kakaopagecdn.com/P/C/2650/c1/2x/3ee4e5fe-0092-45b6-93cd-4f2f33ae78cd.png
9,최강왕따,"노도환,노도환",목,학원/판타지,"폭력을 폭력으로
되갚는 소년,
그의 이름은 강하늘",카카오,https://webtoon.kakao.com/content/최강왕따/2942,https://kr-a.kakaopagecdn.com/P/C/2942/c1/2x/60fee0ab-9300-4439-b183-8cdde32baf51.png
10,온:초점,"라코,라코",목,로맨스,"잘생긴 직장인
수지는
아직도 첫사랑 중",카카오,https://webtoon.kakao.com/content/온초점/3055,https://kr-a.kakaopagecdn.com/P/C/3055/c1/2x/bb87b609-10ea-411d-9cc8-31eeb0dc737a.png
11,청소하는 대학동기,"춘추,춘추",목,로맨스,"짝사랑 중인 동기가 
우리 집으로 
청소 알바를 왔다!",카카오,https://webtoon.kakao.com/content/청소하는-대학동기/2919,https://kr-a.kakaopagecdn.com/P/C/2919/c1/2x/10c6f91f-1ad1-40b3-a2f8-d962e6629f10.png
12,눈이 나려 꽃,"임해연,임해연",목,로맨스,"암투 속에서 
피어오르는 권력과 
사랑의 이중주! ",카카오,https://webtoon.kakao.com/content/눈이-나려-꽃/2631,https://kr-a.kakaopagecdn.com/P/C/2631/c1/2x/aa14acee-d878-4236-87f3-65cb88610df2.png
13,심야카페,"수민,수민",목,판타지 드라마,"미래를 안 이상, 
바꾸는 거야",카카오,https://webtoon.kakao.com/content/심야카페/3051,https://kr-a.kakaopagecdn.com/P/C/3051/c1/2x/759a8b2f-574a-49d6-b6d6-fdf30c453faf.png
14,난편하다,"지가,지가",목,드라마,"예민한 직장인 윤서하,
조금 덜 피로하고자
나름의 방법을 찾는다.",카카오,https://webtoon.kakao.com/content/난편하다/3023,https://kr-a.kakaopagecdn.com/P/C/3023/c1/2x/310c1e41-e65e-4a87-aa10-a68080b60b2e.png
15,Oh! 마이 서방님,"어깽,도르맹",목,로맨스,"천하제일 기생이었던 나
이제는 남편부터
꼬셔보겠습니다!",카카오,https://webtoon.kakao.com/content/Oh-마이-서방님/2995,https://kr-a.kakaopagecdn.com/P/C/2995/c1/2x/49525546-5f9c-4303-8b0e-6f0c96e39161.png
16,당신과는 절대,"옥안,옥안",목,드라마,"서로를 싫어하는
올케와 시누이의
분투기",카카오,https://webtoon.kakao.com/content/당신과는-절대/2831,https://kr-a.kakaopagecdn.com/P/C/2831/c1/2x/3b5d5f19-4144-4b24-81b4-26d44e75ee1a.png
17,업데이터,"89LINE,89LINE",목,학원/판타지,"대장장이 NPC 에이든
관리자 권한을 얻어
새롭게 깨어나다",카카오,https://webtoon.kakao.com/content/업데이터/2742,https://kr-a.kakaopagecdn.com/P/C/2742/c1/2x/96dc414c-a6bb-4efd-b854-91b7ac1bbcb7.png
18,환상의 애니,"이현중,이현중",목,드라마,"시골 소년 태중,
애니메이션의 세계로
꿈의 여정을 떠난다",카카오,https://webtoon.kakao.com/content/환상의-애니/3038,https://kr-a.kakaopagecdn.com/P/C/3038/c1/2x/181fe29a-c1db-434f-8209-bfadab0898d9.png
19,오! 나의 퀸,"영춘,영춘",목,드라마,"패션학교 학생과
이중생활 드랙퀸의
아슬아슬한 계약관계!",카카오,https://webtoon.kakao.com/content/오-나의-퀸/2750,https://kr-a.kakaopagecdn.com/P/C/2750/c1/2x/c9fc7ff2-c281-48cd-99e0-ad5a419a3fbe.png
20,그리고 소녀가 검을 든다,"이원진,경오",목,학원/판타지,"도사가 되기로
결심한
아이들",카카오,https://webtoon.kakao.com/content/그리고-소녀가-검을-든다/2874,https://kr-a.kakaopagecdn.com/P/C/2874/c1/2x/7d30e4ec-7a28-4440-9333-844125f86839.png
21,26번째 살인,"수오,아비디 이노우에",목,판타지 드라마,"25명살해 X 기억상실
살아있는 악마 장필두
죄의 기억을 되살려라!",카카오,https://webtoon.kakao.com/content/26번째-살인/2510,https://kr-a.kakaopagecdn.com/P/C/2510/c1/2x/b479e262-caa3-47b5-b686-afb119687581.png
22,용병학교,"제이로빈,캡맨아저씨",목,학원/판타지,"성적 하위 학생은 사형
난 이미 100만 번 
죽음을 반복했다.",카카오,https://webtoon.kakao.com/content/용병학교/2875,https://kr-a.kakaopagecdn.com/P/C/2875/c1/2x/51bd5f8a-e4de-4baa-8bd8-f35c6c26383e.png
23,길동,"동훈,동훈",목,액션/무협,"길동과 활빈의
귀전(鬼戰)
연대기.",카카오,https://webtoon.kakao.com/content/길동/2934,https://kr-a.kakaopagecdn.com/P/C/2934/c1/2x/999c33e2-b2c5-47f8-8ad1-daaa7765e53f.png
24,사람이라호,"임희,임희",목,판타지 드라마,"감정을 보는 술사
한결, 영물 도원과
손이 묶이다",카카오,https://webtoon.kakao.com/content/사람이라호/2814,https://kr-a.kakaopagecdn.com/P/C/2814/c1/2x/4fa94a8a-ce55-41ea-8f3a-98936548fcb3.png
25,도깨비언덕에 왜 왔니?,"김용회,김용회",목,판타지 드라마,"엄마, 아빠 없는
집에 나타난
그 녀석들!",카카오,https://webtoon.kakao.com/content/도깨비언덕에-왜-왔니/982,https://kr-a.kakaopagecdn.com/P/C/982/c1/2x/7813bcac-6524-4879-88d5-c7c0c5ccfb7f.png
26,사사롭지만 좋은 날,"영춘,영춘",목,드라마,"화려하진 않지만
우리와 똑 닮은
주인공들의 이야기",카카오,https://webtoon.kakao.com/content/사사롭지만-좋은-날/2978,https://kr-a.kakaopagecdn.com/P/C/2978/c1/2x/7c9eea27-0590-4b9d-982a-e6b4ca9e2dd6.png
27,아오링 도쿄,"아오링,아오링",목,코믹/일상,"도쿄 변두리 작은 식당
창업초보 한국인 부부의
고군분투 도쿄 창업기!",카카오,https://webtoon.kakao.com/content/아오링-도쿄/2720,https://kr-a.kakaopagecdn.com/P/C/2720/c1/2x/c1bd4619-1362-429d-b958-86b2d5c83377.png
28,재벌과의 인터뷰,"우다,우다",목,로맨스,"재벌 납치 감금물 작가
진짜 재벌남의
은인이 되었다?!",카카오,https://webtoon.kakao.com/content/재벌과의-인터뷰/1861,https://kr-a.kakaopagecdn.com/P/C/1861/c1/2x/aec9a608-6391-493b-b3ec-b20cf54cf9c7.png
29,뽀짜툰,"유리,유리",목,코믹/일상,"귀요미 냥이들과
함께 하는
유리네 일상 이야기.",카카오,https://webtoon.kakao.com/content/뽀짜툰/933,https://kr-a.kakaopagecdn.com/P/C/933/c1/2x/258b5969-f1fc-4cc9-bd2d-f7fd97e601fa.png
30,백로식당,"확천금,이나이",목,판타지 드라마,"신들의 음식을 요리하는
만신 '백로'의 식당에
오신 것을 환영합니다",카카오,https://webtoon.kakao.com/content/백로식당/2075,https://kr-a.kakaopagecdn.com/P/C/2075/c1/2x/3eb7c5fa-51b5-4cfd-af88-9a0eabb0d58a.png
31,죽고 싶지만 떡볶이는 먹고 싶어,"스튜디오 보통,스튜디오 보통",목,드라마,"작가가 되고
싶었을 뿐인데,
왜 이렇게 된걸까?",카카오,https://webtoon.kakao.com/content/죽고-싶지만-떡볶이는-먹고-싶어/2792,https://kr-a.kakaopagecdn.com/P/C/2792/c1/2x/862d2102-c72b-4b38-986f-8aac6cb1773c.png
32,Dr.브레인,"홍작가,홍작가",목,공포/스릴러,"최후의 목격자가
될 수 있다면
당신은 하시겠습니까?",카카오,https://webtoon.kakao.com/content/Dr.브레인/1315,https://kr-a.kakaopagecdn.com/P/C/1315/c1/2x/86daa0de-eb0d-4d23-95d5-ee5dcba7694a.png
33,늑대 대공의 반려인간,"이서현,이서현",목,로맨스 판타지,"늑대 대공 칼과
그의 반려동물이 된
아델의 로맨스판타지",카카오,https://webtoon.kakao.com/content/늑대-대공의-반려인간/2778,https://kr-a.kakaopagecdn.com/P/C/2778/c1/2x/1195dda7-1e27-4848-ba9f-5afe4e526f9f.png
34,백의사자,"체사,체사",목,판타지 드라마,"세상에 잊혀진 소년에게
내밀어진 손으로부터
모든 것이 시작됐다",카카오,https://webtoon.kakao.com/content/백의사자/2042,https://kr-a.kakaopagecdn.com/P/C/2042/c1/2x/efadd273-1cad-45d9-aa20-03b53b170989.png
0,무적자,"노경찬,휘",금,액션/무협,"평범하게 살고 싶었지만
모든 것을 잃은
사내의 복수가 시작된다",카카오,https://webtoon.kakao.com/content/무적자/3014,https://kr-a.kakaopagecdn.com/P/C/3014/c1/2x/3601545f-108a-426f-99a9-ecbf6597b3da.png
1,온:초점,"라코,라코",금,로맨스,"잘생긴 직장인
수지는
아직도 첫사랑 중",카카오,https://webtoon.kakao.com/content/온초점/3055,https://kr-a.kakaopagecdn.com/P/C/3055/c1/2x/bb87b609-10ea-411d-9cc8-31eeb0dc737a.png
2,미완결,"네온비,안나래",금,드라마,"동경하던 천재 소설가
선생님이 내 애인을
강렬히 원한다",카카오,https://webtoon.kakao.com/content/미완결/1882,https://kr-a.kakaopagecdn.com/P/C/1882/c1/2x/bd3bd414-c69d-41ea-9823-81b3e523892d.png
3,퀴퀴한 일기,"2B,2B",금,코믹/일상,"즈질스럽고 
퀴퀴한 언니의 
쿰쿰한 일상다반사",카카오,https://webtoon.kakao.com/content/퀴퀴한-일기/1295,https://kr-a.kakaopagecdn.com/P/C/1295/c1/2x/4f7e543a-0941-4928-852e-3c38ca55b39c.png
4,말하기엔 사소한,"라코,라코",금,드라마,"스물여덟.
서점에서 일하는 우희는
섹스 중독이다.",카카오,https://webtoon.kakao.com/content/말하기엔-사소한/2939,https://kr-a.kakaopagecdn.com/P/C/2939/c1/2x/4613a0f1-ef15-4c1e-b222-f9e295be1e6f.png
5,바리공주,"김나임,김나임",금,판타지 드라마,"무당이 되기 위한 소녀
아내를 찾아 떠도는
조선시대 귀신 이야기",카카오,https://webtoon.kakao.com/content/바리공주/1405,https://kr-a.kakaopagecdn.com/P/C/1405/c1/2x/cb22ffcc-11ce-4e6c-bd05-b62978dec5f2.png
6,크레센도,"김탐미,김탐미",금,드라마,"다 가진 여자와 
다 뺏고 싶은 남자의 
질투와 사랑",카카오,https://webtoon.kakao.com/content/크레센도/2097,https://kr-a.kakaopagecdn.com/P/C/2097/c1/2x/f91e4ac2-7e53-4405-877e-788aa56103b8.png
7,관계지침,"이품,이품",금,로맨스,"모르겠다면
바로 세워 줄게,
네 마음.",카카오,https://webtoon.kakao.com/content/관계지침/2924,https://kr-a.kakaopagecdn.com/P/C/2924/c1/2x/6e7b5362-2568-4a26-ac67-6e24cf2b263b.png
8,소녀신선,"효미,효미",금,판타지 드라마,"신선이 된 재수생. 
성질 드러운 이무기 
'꽝철이'와 만나다",카카오,https://webtoon.kakao.com/content/소녀신선/1304,https://kr-a.kakaopagecdn.com/P/C/1304/c1/2x/7cbba395-eab2-4b0a-8f39-f4f8fbda1144.png
9,열무와 알타리,"유영,유영",금,코믹/일상,"우리의 일상이
누군가에게 공감과
위로가 되길 바라며…",카카오,https://webtoon.kakao.com/content/열무와-알타리/1855,https://kr-a.kakaopagecdn.com/P/C/1855/c1/2x/ece6c6b7-0f0d-4ea6-97ed-9e70bb5f322a.png
10,우리 청춘의 사랑은,"손달섭,손달섭",금,코믹/일상,"사탕보다 더 달콤했던
찬란한 청춘의 사랑
다시 한번 느껴보실?",카카오,https://webtoon.kakao.com/content/우리-청춘의-사랑은/2600,https://kr-a.kakaopagecdn.com/P/C/2600/c1/2x/0e5e63d4-7a9c-4696-8b5b-83f3babdda7e.png
11,프린세스,"한승원,프린세스프로덕션",금,로맨스 판타지,"3대에 걸친 대서사시
라미라,아나토리아,
스가르드 3국의 이야기",카카오,https://webtoon.kakao.com/content/프린세스/3013,https://kr-a.kakaopagecdn.com/P/C/3013/c1/2x/5b5e61a2-1adf-429c-860f-9bf9ec253d8c.png
12,우리가 헤어진 사이에,"오하,오하",금,로맨스,"홀로서기를 시작한
그녀 앞에 남자가 된
남사친들이 돌아왔다!",카카오,https://webtoon.kakao.com/content/우리가-헤어진-사이에/2004,https://kr-a.kakaopagecdn.com/P/C/2004/c1/2x/fea199c3-4f06-4099-a745-b6033222634e.png
13,적당한 온도,"우갱,우갱",금,드라마,"흔한 이름과 얼굴의
'흔녀'인 나는 온도를
자유자재로 다룬다.",카카오,https://webtoon.kakao.com/content/적당한-온도/2112,https://kr-a.kakaopagecdn.com/P/C/2112/c1/2x/2c3b00b6-5e78-47ec-96a7-fd406fd5a8ad.png
14,싸움귀,"옥한돌,옥한돌",금,액션/무협,"지옥 최강의 싸움귀
아수라, 최강자를 찾아
이승으로 향하는데...",카카오,https://webtoon.kakao.com/content/싸움귀/2849,https://kr-a.kakaopagecdn.com/P/C/2849/c1/2x/5b476120-fd97-47f6-93d8-6c368f6285ed.png
15,불청객과 춤을,"홍자,홍자",금,드라마,"사방엔 온통 불청객뿐
해로는 무사히 사춘기를
돌파할 수 있을까?",카카오,https://webtoon.kakao.com/content/불청객과-춤을/2970,https://kr-a.kakaopagecdn.com/P/C/2970/c1/2x/f61574bd-9378-4b56-9a73-8159eda01ef3.png
