Unnamed: 0,title,author,day,genre,story,platform,webtoon_url,thumbnail_url
16,틀린 가족,"까마중,까마중",금,드라마,"폭력으로 멍든 가족
그들의 삶을 그린
일곱 빛깔 이야기",카카오,https://webtoon.kakao.com/content/틀린-가족/3052,https://kr-a.kakaopagecdn.com/P/C/3052/c1/2x/8c2a6731-27bc-496e-ba8f-ea2c6f592604.png
17,닭은 의외로 위대하다,"미역의효능,미역의효능",금,판타지 드라마,"닭, 고양이, 20대,
그리고 할머니의
좀비세상 서바이벌",카카오,https://webtoon.kakao.com/content/닭은-의외로-위대하다/1816,https://kr-a.kakaopagecdn.com/P/C/1816/c1/2x/aa4a1ec6-e973-4f02-9890-d6006eb31680.png
18,고스트 터미널,"GAR2,오쌤",금,판타지 드라마,"<고스트 터미널>에
떨어진 선우가 이승으로
돌아가려는 이야기.",카카오,https://webtoon.kakao.com/content/고스트-터미널/2898,https://kr-a.kakaopagecdn.com/P/C/2898/c1/2x/8075bc1f-ab28-421c-93b6-3008fd8bfc92.png
19,죽일 수 없다면 사랑하세요,"JIN,JIN",금,로맨스,"공주를 죽이기 위해
하녀로 위장한 페니
그런데 난 왜 공주를…",카카오,https://webtoon.kakao.com/content/죽일-수-없다면-사랑하세요/2987,https://kr-a.kakaopagecdn.com/P/C/2987/c1/2x/aaaf8dae-3706-47ee-abb0-cfe47430052d.png
20,100일의 로맨스,"다래,다래",금,로맨스,"회귀 후 100일간
고백에 성공 못 하면
사망 엔딩이라고요?!",카카오,https://webtoon.kakao.com/content/100일의-로맨스/3071,https://kr-a.kakaopagecdn.com/P/C/3071/c1/2x/77743071-ce23-45c3-9aff-4817f263c096.png
21,누구의 아이를 낳을까,"황미리,황미리",금,로맨스,"귀인을 낳으면 
모두 얻게 되리라",카카오,https://webtoon.kakao.com/content/누구의-아이를-낳을까/3011,https://kr-a.kakaopagecdn.com/P/C/3011/c1/2x/fcffedbc-fc3c-48f0-b2d1-b4a65068f254.png
22,버니 로즈,"WALCOMIC,WALCOMIC",금,로맨스,"멋진 연애를 꿈꾸지만
생각대로 풀리지 않는
세 사람의 로맨스시트콤",카카오,https://webtoon.kakao.com/content/버니-로즈/2842,https://kr-a.kakaopagecdn.com/P/C/2842/c1/2x/5f16918b-50a3-4289-98c9-7b9cf6cac4b1.png
23,회개불가,"임태균,성훈",금,액션/무협,"내 동생 
강간한 놈들은 
모조리 죽인다",카카오,https://webtoon.kakao.com/content/회개불가/3034,https://kr-a.kakaopagecdn.com/P/C/3034/c1/2x/537a1992-cdc1-4071-aaf9-4561de04c723.png
24,내게 볕이 닿지 않아도,"라코,기만",금,드라마,"그냥 처음 본 순간부터
스물셋 미로는
의붓오빠를 짝사랑한다.",카카오,https://webtoon.kakao.com/content/내게-볕이-닿지-않아도/2928,https://kr-a.kakaopagecdn.com/P/C/2928/c1/2x/051f56fa-edfc-4de0-8f67-b4420bf95eea.png
25,로엘린은 미래를 걷는다,"로지야,로지야",금,로맨스 판타지,"미래를 보는 로엘린과
광휘의 기사 단테의
운명 같은 로맨스",카카오,https://webtoon.kakao.com/content/로엘린은-미래를-걷는다/2522,https://kr-a.kakaopagecdn.com/P/C/2522/c1/2x/93691d3d-14f7-4803-be87-ba39b10619eb.png
26,다빈치치 풋볼,"다빈치치,다빈치치",금,코믹/일상,"카타르 월드컵을
코믹하고 생생하게
전달하는 다빈치치 풋볼",카카오,https://webtoon.kakao.com/content/다빈치치-풋볼/3069,https://kr-a.kakaopagecdn.com/P/C/3069/c1/2x/effbeae0-a08e-4597-9533-e68b5babc64d.png
27,천 개의 달이 뜨면,"박희정,박희정",금,로맨스,"죽음은 우리를 갈라놓을
수 없기에 살아서 
숲으로 다시 돌아가자",카카오,https://webtoon.kakao.com/content/천-개의-달이-뜨면/2643,https://kr-a.kakaopagecdn.com/P/C/2643/c1/2x/256b7015-0250-4424-8dfc-832a5e4d1fcf.png
28,김탐정 사용설명서,"이장희,이장희",금,학원/판타지,"죽어도 괜찮은 악인들,
개 얼굴을 한 남자의
금속혈투 사이버펑크!",카카오,https://webtoon.kakao.com/content/김탐정-사용설명서/1298,https://kr-a.kakaopagecdn.com/P/C/1298/c1/2x/cf95593b-5baa-4cc8-9987-769afd598abb.png
29,네가 죽은 세계의 나,"JA,JA",금,공포/스릴러,"과거로 돌아가는
그 주문에는 끔찍한
대가가 필요했다.",카카오,https://webtoon.kakao.com/content/네가-죽은-세계의-나/2920,https://kr-a.kakaopagecdn.com/P/C/2920/c1/2x/e635bdf4-9b5a-4310-9027-f49c940996aa.png
30,최경민 단편집,"최경민,최경민",금,드라마,"희극과 비극이 뒤엉킨
8가지의 이야기-
블랙코미디 단편선.",카카오,https://webtoon.kakao.com/content/최경민-단편집/2882,https://kr-a.kakaopagecdn.com/P/C/2882/c1/2x/26a5b562-aa70-44e6-9564-549ccace75e8.png
31,취향의 문제,"한지우,한지우",금,드라마,"완벽한 부부같아
보이는 서준과 혜원, 
의심이 싹트게 되는데",카카오,https://webtoon.kakao.com/content/취향의-문제/2781,https://kr-a.kakaopagecdn.com/P/C/2781/c1/2x/13b175fd-9741-4a31-b7ed-b29f17c51b6e.png
32,파륜아이,"박은비,박은비",금,공포/스릴러,"부모를 살해한 형.
형이 부모를 죽인
진실과 마주친다",카카오,https://webtoon.kakao.com/content/파륜아이/1999,https://kr-a.kakaopagecdn.com/P/C/1999/c1/2x/f9590b08-fda3-4bc9-b6a4-5e51a2d937c4.png
33,금강야차,"박시홍,박시홍",금,액션/무협,"신분의 벽,
그 한계를 뛰어넘기 
위한 도박이 시작된다!",카카오,https://webtoon.kakao.com/content/금강야차/2936,https://kr-a.kakaopagecdn.com/P/C/2936/c1/2x/1ebcdbbd-abef-4995-90d2-7f0baf0f8cac.png
34,봄을 그린 화원,"수박,수박",금,드라마,"화첩을 그리기 위해
화원들이 모인다 이것은
살인범을 잡기 위한 덫",카카오,https://webtoon.kakao.com/content/봄을-그린-화원/2855,https://kr-a.kakaopagecdn.com/P/C/2855/c1/2x/ce0775cc-471e-472d-8aa4-dabc2497b58d.png
35,이별로 와요,"모래인간,까말솔",금,판타지 드라마,"여기, 유령들이
사는 행성이
하나 있다.",카카오,https://webtoon.kakao.com/content/이별로-와요/2887,https://kr-a.kakaopagecdn.com/P/C/2887/c1/2x/773e05f1-42f4-4ad6-954c-27e541dfb046.png
36,렐름 오브 퀸 -여왕의 영역-,"전뇌조율사,라페",금,로맨스 판타지,"온 세상을  발 밑에 
깔아드리지. 당신은
 내게 뭘 줄 거지?",카카오,https://webtoon.kakao.com/content/렐름-오브-퀸-여왕의-영역-/2960,https://kr-a.kakaopagecdn.com/P/C/2960/c1/2x/0ef00ba6-2d1f-443f-b743-a878da42389e.png
37,더 챌린저,"TryTry(REDICE STUDIO),키보드",금,판타지 드라마,"게임속 난 최고가 된다
'루저' 박노아의 
프로게이머 도전기.",카카오,https://webtoon.kakao.com/content/더-챌린저/2536,https://kr-a.kakaopagecdn.com/P/C/2536/c1/2x/826b963f-4d67-465b-a6d3-341d77d70e14.png
38,너를 죽이는 방법,"창,산라",금,드라마,"어느 날
남자에게 다가온
정체 모를 한 여자",카카오,https://webtoon.kakao.com/content/너를-죽이는-방법/2663,https://kr-a.kakaopagecdn.com/P/C/2663/c1/2x/e11edaaf-0d0a-4236-a705-e92cc1773de4.png
39,귀의하나이다,"인경,인경",금,판타지 드라마,"너, 옥황상제를 잇는
신이 될
생각이 없는 게냐?",카카오,https://webtoon.kakao.com/content/귀의하나이다/2712,https://kr-a.kakaopagecdn.com/P/C/2712/c1/2x/ee57217f-4509-4d95-9e1f-8d136ce60669.png
40,통 속의 브레인,"앵무새,안도윤",금,학원/판타지,"일류 사령술사 브레인.
지금은 통 속의 뇌?
잘린 목 탈출극 개막.",카카오,https://webtoon.kakao.com/content/통-속의-브레인/2775,https://kr-a.kakaopagecdn.com/P/C/2775/c1/2x/26016f0e-7444-43b6-ba2c-2a1e63a64d4f.png
0,비에 젖은 흔적들이다,"무류,무류",화,로맨스,"그날
내가 잃어버린 것은
너일까, 나일까.",카카오,https://webtoon.kakao.com/content/비에-젖은-흔적들이다/3030,https://kr-a.kakaopagecdn.com/P/C/3030/c1/2x/d5d7b960-a64c-4594-9e1b-9b5219baafba.png
1,나쁜 X,"조졸리,조졸리",화,로맨스,"'진짜 사랑이란?'
공허한 하이의 마음을
누가 채울 것인가.",카카오,https://webtoon.kakao.com/content/나쁜-X/3056,https://kr-a.kakaopagecdn.com/P/C/3056/c1/2x/66960ba1-223a-485a-8207-18c003eae5c3.png
2,아비무쌍,"노경찬,이현석",화,액션/무협,"무림 고수 등장!
하늘의 뜻을 아니
아비는 무쌍이다!",카카오,https://webtoon.kakao.com/content/아비무쌍/1395,https://kr-a.kakaopagecdn.com/P/C/1395/c1/2x/fb9740ed-9361-4800-b52e-8b5fbfa51bda.png
3,비밀 사이,"맥퀸스튜디오,맥퀸스튜디오",화,로맨스,"미웠던 사람이 
좋아지는 건 한순간! 
두근두근 회사로맨스",카카오,https://webtoon.kakao.com/content/비밀-사이/1943,https://kr-a.kakaopagecdn.com/P/C/1943/c1/2x/1f50e5a0-7f91-4670-adae-a38aadcdcac3.png
4,지옥사원,"네온비,캐러멜",화,판타지 드라마,"악마의 직장 생활?
인간이 된 악마의
인간 사회 적응기",카카오,https://webtoon.kakao.com/content/지옥사원/1369,https://kr-a.kakaopagecdn.com/P/C/1369/c1/2x/e378e969-31e0-4048-883f-83010f337518.png
5,너를 만나다,"다노아,다노아",화,로맨스,"어느 날 우연히
너를 만나 변화하는
나의 이야기",카카오,https://webtoon.kakao.com/content/너를-만나다/1891,https://kr-a.kakaopagecdn.com/P/C/1891/c1/2x/f42c47c5-bb5e-4acf-a13e-12269201d767.png
6,관계지침,"이품,이품",화,로맨스,"모르겠다면
바로 세워 줄게,
네 마음.",카카오,https://webtoon.kakao.com/content/관계지침/2924,https://kr-a.kakaopagecdn.com/P/C/2924/c1/2x/6e7b5362-2568-4a26-ac67-6e24cf2b263b.png
7,신랑이 사라졌다,"방자,방자",화,드라마,"사라진 신랑을 찾아라!
톱스타 진사랑의
고군분투 사랑이야기",카카오,https://webtoon.kakao.com/content/신랑이-사라졌다/2034,https://kr-a.kakaopagecdn.com/P/C/2034/c1/2x/c0ad8101-895e-439b-bfa7-a485864aeb83.png
8,바다의 그림자,"비둘기,비둘기",화,로맨스,"알고 싶지 않았던 
연인의 첫 번째 사랑
우리 사랑할 수 있을까",카카오,https://webtoon.kakao.com/content/바다의-그림자/2560,https://kr-a.kakaopagecdn.com/P/C/2560/c1/2x/016eb0b4-cf5e-4237-b6b8-f1aefb68f618.png
9,트레이스,"네스티캣,네스티캣",화,학원/판타지,"트레이스, 트러블,
인간... 그들의
생존을 건 싸움",카카오,https://webtoon.kakao.com/content/트레이스/1047,https://kr-a.kakaopagecdn.com/P/C/1047/c1/2x/24cf62c9-5311-4641-a65e-a227cc335c6b.png
10,인간시장,"아흠,아흠",화,드라마,"내 삶을 쥐고 
흔드는 너.
도대체 정체가 뭐야?",카카오,https://webtoon.kakao.com/content/인간시장/3033,https://kr-a.kakaopagecdn.com/P/C/3033/c1/2x/a4e75250-6428-4d5f-a53e-5d34fd4006ae.png
11,기프트,"정이리이리,정이리이리",화,판타지 드라마,"선수들의 능력을
볼 수 있는 감독과,
선수들의 고교야구",카카오,https://webtoon.kakao.com/content/기프트/2140,https://kr-a.kakaopagecdn.com/P/C/2140/c1/2x/fd2a586b-0adb-4983-8dac-4a70678cb5ff.png
12,우리집이거든요!,"공룡,공룡",화,로맨스,"극한인생에 찾아 온
거액의 상속과
정체모를 녀석들!",카카오,https://webtoon.kakao.com/content/우리집이거든요/1673,https://kr-a.kakaopagecdn.com/P/C/1673/c1/2x/c099e323-ee8d-4239-86b0-4e37d5688db5.png
13,낙원씨네마,"평화,재필",화,드라마,"좋아하는 선배가 떠났다
낙원은 결심했다
그를 따라가기로",카카오,https://webtoon.kakao.com/content/낙원씨네마/2943,https://kr-a.kakaopagecdn.com/P/C/2943/c1/2x/32275980-9b0f-4d2e-9556-a093b4101acc.png
14,싸움귀,"옥한돌,옥한돌",화,액션/무협,"지옥 최강의 싸움귀
아수라, 최강자를 찾아
이승으로 향하는데...",카카오,https://webtoon.kakao.com/content/싸움귀/2849,https://kr-a.kakaopagecdn.com/P/C/2849/c1/2x/5b476120-fd97-47f6-93d8-6c368f6285ed.png
15,하드오피스,"타큐,타큐",화,공포/스릴러,"같은 팀 사람이 죽었다
분명히 우리 팀에
살인자가 있다.",카카오,https://webtoon.kakao.com/content/하드오피스/2623,https://kr-a.kakaopagecdn.com/P/C/2623/c1/2x/30614e4e-fef9-4a49-9378-a6db426c34ea.png
16,환상의 아이들,"김다,김다",화,판타지 드라마,"저주받은 학교
그곳에서 귀신보다
위험한 놈과 엮였다",카카오,https://webtoon.kakao.com/content/환상의-아이들/2144,https://kr-a.kakaopagecdn.com/P/C/2144/c1/2x/00bbbadc-8df4-4a74-a4fa-9873d6aa388e.png
17,그녀의 앵무새,"금계수,금계수",화,판타지 드라마,"현실적인 은행원과
이상론자 앵무새,
두 상극의 이야기.",카카오,https://webtoon.kakao.com/content/그녀의-앵무새/1863,https://kr-a.kakaopagecdn.com/P/C/1863/c1/2x/92e1732e-87a7-49fe-bde1-47760d8af4b7.png
18,누구의 아이를 낳을까,"황미리,황미리",화,로맨스,"귀인을 낳으면 
모두 얻게 되리라",카카오,https://webtoon.kakao.com/content/누구의-아이를-낳을까/3011,https://kr-a.kakaopagecdn.com/P/C/3011/c1/2x/fcffedbc-fc3c-48f0-b2d1-b4a65068f254.png
19,여름엔 비,"모가비,모가비",화,로맨스,"온라인의 천생연분 vs
오프라인의 천생연분,
누구를 선택해야 할까?",카카오,https://webtoon.kakao.com/content/여름엔-비/2868,https://kr-a.kakaopagecdn.com/P/C/2868/c1/2x/4fdc835b-208c-4df0-9a0c-6f2960004ea8.png
20,트리거,"불만있냥,불만있냥",화,학원/판타지,"지금부터 학교에서 가장
유명한 어느 빵셔틀의
이야기를 들려줄게.",카카오,https://webtoon.kakao.com/content/트리거/2364,https://kr-a.kakaopagecdn.com/P/C/2364/c1/2x/ab5557a0-9ff7-4a9d-bae1-1099119ba129.png
21,불멸의 투귀,"옥한돌,옥한돌",화,액션/무협,"최고신 제석천에게
뺏긴 동생을 찾기 위해
지옥을 받아들였다.",카카오,https://webtoon.kakao.com/content/불멸의-투귀/2796,https://kr-a.kakaopagecdn.com/P/C/2796/c1/2x/864e5808-3be7-4990-a32f-075ca63134d4.png
22,106,"강태경,강태경",화,액션/무협,"초법적인 군사교정시설
106교육대가
창설된다.",카카오,https://webtoon.kakao.com/content/106/2837,https://kr-a.kakaopagecdn.com/P/C/2837/c1/2x/5bf26294-5a78-400c-bd48-22a1eb7b7883.png
23,홈런의 공식,"황지성,황지성",화,드라마,"연봉 30억 홈런왕에게
빙의 된 취준생의
통쾌한 인생역전홈런!",카카오,https://webtoon.kakao.com/content/홈런의-공식/2794,https://kr-a.kakaopagecdn.com/P/C/2794/c1/2x/88e445e4-688e-4dd3-94d5-0bf7cca11051.png
24,화폐개혁,"윤필,임정호",화,판타지 드라마,"최하층 밑바닥 삶에게
찾아온 1조 원 상속.
그리고 화.폐.개.혁!",카카오,https://webtoon.kakao.com/content/화폐개혁/1877,https://kr-a.kakaopagecdn.com/P/C/1877/c1/2x/188296bb-853f-43d1-8e94-04bdfe1742a2.png
25,다빈치치 풋볼,"다빈치치,다빈치치",화,코믹/일상,"카타르 월드컵을
코믹하고 생생하게
전달하는 다빈치치 풋볼",카카오,https://webtoon.kakao.com/content/다빈치치-풋볼/3069,https://kr-a.kakaopagecdn.com/P/C/3069/c1/2x/effbeae0-a08e-4597-9533-e68b5babc64d.png
26,가어도,"서우,서우",화,공포/스릴러,"장마철 고립되는 섬
그곳에서 일어나는
미스터리 공포",카카오,https://webtoon.kakao.com/content/가어도/2773,https://kr-a.kakaopagecdn.com/P/C/2773/c1/2x/78afeb59-e1a1-4df1-8593-1091780e55e5.png
27,엑스텐,"도안나,안재진",화,액션/무협,"불행의 연속으로 양궁을
그만둔 양궁천재 오빈우
전설이 다시 시작되다!",카카오,https://webtoon.kakao.com/content/엑스텐/2599,https://kr-a.kakaopagecdn.com/P/C/2599/c1/2x/40f378ce-ed72-4405-af90-314ce266a39e.png
28,타락도시,"원동,원동",화,학원/판타지,"되돌릴 수 없다면
모조리 부숴주겠어.
너희들이 앗아간 만큼",카카오,https://webtoon.kakao.com/content/타락도시/2915,https://kr-a.kakaopagecdn.com/P/C/2915/c1/2x/38b67d6a-26b9-41b5-b094-b948cebbd125.png
29,용궁에서 온 손님,"Hanna,Hanna",화,판타지 드라마,"바다거북 귀영과
외톨이 연수가 펼치는
청춘 행복 드라마",카카오,https://webtoon.kakao.com/content/용궁에서-온-손님/2908,https://kr-a.kakaopagecdn.com/P/C/2908/c1/2x/b3369c6d-cb70-4840-865b-92876235cd7a.png
30,네 곁에도 어쩌면,"윤지운,윤지운",화,드라마,"사람은 타인의
인생에 정말 냉담하고 
가혹하구나.",카카오,https://webtoon.kakao.com/content/네-곁에도-어쩌면/2544,https://kr-a.kakaopagecdn.com/P/C/2544/c1/2x/0bf107fc-4cb2-4036-aef4-311afd7d6e86.png
31,대선비쇼에 어서오세요!,"아람,아람",화,드라마,"나랑 방송하지 않을래?
유도를 그만둔 황희는
PD지망생을 만나는데",카카오,https://webtoon.kakao.com/content/대선비쇼에-어서오세요/2017,https://kr-a.kakaopagecdn.com/P/C/2017/c1/2x/35fe203c-a60a-4734-93dc-de7c7d9fca5e.png
32,집으로 돌려보내 주세요,"이지,이지",화,로맨스 판타지,"과연 나는 죽지 않고 
무사히 집으로 
돌아갈 수 있을까…?",카카오,https://webtoon.kakao.com/content/집으로-돌려보내-주세요/2774,https://kr-a.kakaopagecdn.com/P/C/2774/c1/2x/41784ec2-6ac0-46f2-a881-e1790be50245.png
33,사랑하는 존재,"향유 크리에이티브,향유 크리에이티브",화,로맨스,"내가 이식받은 심장이
같은 반 남자애 
아빠의 심장이라고?",카카오,https://webtoon.kakao.com/content/사랑하는-존재/1998,https://kr-a.kakaopagecdn.com/P/C/1998/c1/2x/feda26b5-7db5-4685-a6d5-45ffc8470578.png
34,맛볼 수 없는 남자,"이후추,이후추",화,로맨스,"날카로운 말 아래의
당신이 궁금해
네 혀를 날 위해 써줘",카카오,https://webtoon.kakao.com/content/맛볼-수-없는-남자/2998,https://kr-a.kakaopagecdn.com/P/C/2998/c1/2x/0a81acba-e682-4d26-bfa2-46c9f1762915.png
35,단두 (斷頭),"붉은 발,이동욱",화,액션/무협,"단영, 단린,
두 오누이의
성장과 복수",카카오,https://webtoon.kakao.com/content/단두-斷頭/1825,https://kr-a.kakaopagecdn.com/P/C/1825/c1/2x/1aa92fe5-48fd-4a0b-a8c6-a95858d54187.png
36,딩스뚱스,"딩스,딩스",화,코믹/일상,"토종 한국인
딩스와 뚱스,
타지에서 맨땅에 헤딩!",카카오,https://webtoon.kakao.com/content/딩스뚱스/760,https://kr-a.kakaopagecdn.com/P/C/760/c1/2x/daefa09f-fc05-419e-955e-af6098b04e42.png
37,팬더댄스,"조경규,조경규",화,코믹/일상,"까만 눈두덩이에
게슴츠레 뜬 눈
귀여운 팬더의 대활약극",카카오,https://webtoon.kakao.com/content/팬더댄스/93,https://kr-a.kakaopagecdn.com/P/C/93/c1/2x/b25412d5-fd8b-42ad-aa67-714ae8ca4d2a.png
38,닥터 파인의 하루,"김용회,김용회",화,판타지 드라마,"망자의 영혼을 수거하는
한 남자와 한 여자의
삶과 사랑의 이야기",카카오,https://webtoon.kakao.com/content/닥터-파인의-하루/1827,https://kr-a.kakaopagecdn.com/P/C/1827/c1/2x/3c6e3a3c-2fdf-47f7-954b-a11530675a28.png
0,대사형 선유,"노경찬,박창환",월,액션/무협,"나쁜짓을 해도 내가 해
너희들의 대사형이니까
선유의 말 한마디",카카오,https://webtoon.kakao.com/content/대사형-선유/2589,https://kr-a.kakaopagecdn.com/P/C/2589/c1/2x/80a1aa9b-4463-43ea-b978-f8ca70e0d7f8.png
1,시크릿 미미,"초롱이,초롱이",월,로맨스,"하룻밤 보낸 남자가
알고 보니…
조카의 유치원 선생님?",카카오,https://webtoon.kakao.com/content/시크릿-미미/3060,https://kr-a.kakaopagecdn.com/P/C/3060/c1/2x/11f38c0a-ed2b-4113-a087-e405598c6593.png
2,바니와 오빠들,"니은,니은",월,로맨스,"흑역사 첫 연애 후
자꾸 남자들이 꼬인다!
누가 똥차 누가 벤츠?",카카오,https://webtoon.kakao.com/content/바니와-오빠들/1781,https://kr-a.kakaopagecdn.com/P/C/1781/c1/2x/60d17277-08f6-4790-ad52-ee8de35deda1.png
3,L.A.G,"암현,암현",월,학원/판타지,"죽음과 삶의 반복에서
최하층 탈출을 위한
처절한 생존 서바이벌",카카오,https://webtoon.kakao.com/content/L.A.G/2715,https://kr-a.kakaopagecdn.com/P/C/2715/c1/2x/961b99b4-5d73-4af3-ad94-cda3792f9b7f.png
4,무지개다리 파수꾼,"이서,이서",월,판타지 드라마,"돈과 명예만을 좇던
유명 수의사 한철,
동물의 소리가 들린다!",카카오,https://webtoon.kakao.com/content/무지개다리-파수꾼/2043,https://kr-a.kakaopagecdn.com/P/C/2043/c1/2x/fa1d09d1-5d7d-4727-adaf-35b1a5188cf4.png
5,미생,"윤태호,윤태호",월,드라마,"자신의 삶을 
승리하기 위해 
돌을 잇는 사람들",카카오,https://webtoon.kakao.com/content/미생/818,https://kr-a.kakaopagecdn.com/P/C/818/c1/2x/16261f67-0544-4c0b-be0d-e3682112d428.png
6,액괴,"서강용,서강용",월,학원/판타지,"괴생물 섭취 후 
나타난 신체 변이
이 구역의 짱은 나야",카카오,https://webtoon.kakao.com/content/액괴/2147,https://kr-a.kakaopagecdn.com/P/C/2147/c1/2x/ac26c84a-34b6-4677-a184-258013e1ba4a.png
7,뱀파이어의 아들들,"아가,아가",월,판타지 드라마,"흡혈 욕망에서 
자유로워지는 방법은
바로 진정한 사랑♡♡",카카오,https://webtoon.kakao.com/content/뱀파이어의-아들들/3070,https://kr-a.kakaopagecdn.com/P/C/3070/c1/2x/32450fd1-8db3-46b4-a7fe-ec781598e9f4.png
8,환골탈태,"마고(mago),마고(mago)",월,판타지 드라마,"마계에서 벌어지는 
해골이의 좌충우돌 
고양이 육아 대작전",카카오,https://webtoon.kakao.com/content/환골탈태/2329,https://kr-a.kakaopagecdn.com/P/C/2329/c1/2x/a3d74994-fca9-4f92-8093-d17d40435736.png
9,뱀파이어님의 대리식사,"멜리,웬즈데이",월,로맨스,"대학생 시영이와
외로운 뱀파이어의 
심쿵 먹방 동거생활!",카카오,https://webtoon.kakao.com/content/뱀파이어님의-대리식사/1959,https://kr-a.kakaopagecdn.com/P/C/1959/c1/2x/38d65d7f-8763-424a-9c97-102e8a1a3e3f.png
10,롱리브더킹,"버드나무숲,버드나무숲",월,드라마,"혼란스러운 세상 속,
그가 던지는 
희망의 메시지!",카카오,https://webtoon.kakao.com/content/롱리브더킹/2302,https://kr-a.kakaopagecdn.com/P/C/2302/c1/2x/216c7d07-c9a3-4906-92db-65c5f3fd430b.png
11,이대로 멈출 순 없다,"자룡,골왕",월,코믹/일상,"사상 최악의 막장
쓰레기 문제아 학교,
정문여상에서 살아남기!",카카오,https://webtoon.kakao.com/content/이대로-멈출-순-없다/1703,https://kr-a.kakaopagecdn.com/P/C/1703/c1/2x/1e9bda10-43b2-4445-8187-3324527b4066.png
12,스위치,"지뚱,김동찬",월,학원/판타지,"몰려다니지 마라
양아치놈들아!!
다 죽여버리고 싶으니까",카카오,https://webtoon.kakao.com/content/스위치/2683,https://kr-a.kakaopagecdn.com/P/C/2683/c1/2x/f3ac7e42-fed9-41e8-a030-ce8367e2ffbc.png
13,나도 있어! 근육,"yami,yami",월,코믹/일상,"허약체질인
웹툰작가의
필라테스 도전기",카카오,https://webtoon.kakao.com/content/나도-있어-근육/2797,https://kr-a.kakaopagecdn.com/P/C/2797/c1/2x/5a7db2b6-bce3-4c11-b4ec-eff97a041888.png
14,그라티아,"상민,기현",월,학원/판타지,"엑소시스트가
되고자 하는
소녀의 이야기",카카오,https://webtoon.kakao.com/content/그라티아/1621,https://kr-a.kakaopagecdn.com/P/C/1621/c1/2x/5e1e6f9e-0abd-48d7-b833-336b1cbcad25.png
15,이계막차,"휘요,휘요",월,판타지 드라마,"이계로 떨어진 지안은
소원을 빌기 위해
꽃을 피워야 한다!",카카오,https://webtoon.kakao.com/content/이계막차/2772,https://kr-a.kakaopagecdn.com/P/C/2772/c1/2x/7d5a513c-8bdd-4284-b5e5-6265ed8116ac.png
16,사장님의 특별지시,"박한나,지나",월,로맨스,"사장님, 
결혼을 하자고요?!
비서의 예측불허 연애담",카카오,https://webtoon.kakao.com/content/사장님의-특별지시/2592,https://kr-a.kakaopagecdn.com/P/C/2592/c1/2x/28850f30-5e3b-4823-96d8-4070c2f02a7c.png
17,그 책에 마음을 주지 마세요,"문시현,임조조",월,로맨스 판타지,"책 속 폭군이
나를 죽일 거라고?
다가오는 남자들!",카카오,https://webtoon.kakao.com/content/그-책에-마음을-주지-마세요/2143,https://kr-a.kakaopagecdn.com/P/C/2143/c1/2x/7f0785ea-4de1-40d0-8079-dc138bb1ad96.png
18,타원을 그리는 법,"섬멍,섬멍",월,로맨스,"너무 다른 두 연인.
민성의 비밀은
뜻밖의 사건을 초래한다",카카오,https://webtoon.kakao.com/content/타원을-그리는-법/1768,https://kr-a.kakaopagecdn.com/P/C/1768/c1/2x/c3527889-173b-4ff7-bc9c-e611ca44c79a.png
